word,has_university,has_state_name,has_state_word,length,has_dash,all_capital,has_num,label
virginiacommonwealthuniversity,1,1,0,30,0,0,0,1
vcu,0,0,0,3,0,1,0,1
advantage,0,0,0,9,0,0,0,0
virginiapolytechnicinstituteandstateuniversity,1,1,1,46,0,0,0,1
virginiatech,0,1,0,12,0,0,0,1
bus,0,0,0,3,0,0,0,0
pool,0,0,0,4,0,0,0,0
wakeforestuniversity,1,0,0,20,0,0,0,1
wfu,0,0,0,3,0,1,0,1
car,0,0,0,3,0,0,0,0
local,0,0,0,5,0,0,0,0
waldenuniversity,1,0,0,16,0,0,0,1
wu,0,0,0,2,0,1,0,1
countries,0,0,0,9,0,0,0,0
mission,0,0,0,7,0,0,0,0
washingtonstateuniversity,1,1,1,25,0,0,0,1
wsu,0,0,0,3,0,1,0,1
married,0,0,0,7,0,0,0,0
washingtonuniversityinst.louis,1,1,0,30,0,0,0,1
wide,0,0,0,4,0,0,0,0
washu,0,0,0,5,0,0,0,1
olin,0,0,0,4,0,0,0,0
waynestateuniversity,1,0,1,20,0,0,0,1
wsu,0,0,0,3,0,1,0,1
cora,0,0,0,4,0,0,0,0
brown,0,0,0,5,0,0,0,0
westvirginiauniversity,1,1,0,22,0,0,0,1
wvu,0,0,0,3,0,1,0,1
intramural,0,0,0,10,0,0,0,0
westernmichiganuniversity,1,1,0,25,0,0,0,1
wmu,0,0,0,3,0,1,0,1
lake,0,0,0,4,0,0,0,0
wichitastateuniversity,1,0,1,22,0,0,0,1
wsu,0,0,0,3,0,1,0,1
"valleyn.conference.besidesathletics,studentsatwsucangetinvolvedinmorethan150campusorganizations,greeklifeandcommunityservice.notablewsualumniincludefrankanddan<ncarney",0,0,0,167,0,0,1,0
wideneruniversity,1,0,0,17,0,0,0,1
wu,0,0,0,2,0,1,0,1
athletes,0,0,0,8,0,0,0,0
wilmingtonuniversity,1,0,0,20,0,0,0,1
wu,0,0,0,2,0,1,0,1
exemplary,0,0,0,9,0,0,0,0
draw,0,0,0,4,0,0,0,0
worcesterpolytechnicinstitute,1,0,0,29,0,0,0,1
members,0,0,0,7,0,0,0,0
ground,0,0,0,6,0,0,0,0
wpi,0,0,0,3,0,1,0,1
wrightstateuniversity,1,0,1,21,0,0,0,1
wrightstate,0,0,1,11,0,0,0,1
orville,0,0,0,7,0,0,0,0
g.i.,0,0,0,4,0,0,0,0
yaleuniversity,1,0,0,14,0,0,0,1
yaleuniversity,1,0,0,14,0,0,0,1
with,0,0,0,4,0,0,0,0
eat,0,0,0,3,0,0,0,0
yeshivauniversity,1,0,0,17,0,0,0,1
yu,0,0,0,2,0,1,0,1
sy,0,0,0,2,0,0,0,0
revel,0,0,0,5,0,0,0,0
