MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Exterior1st,ExterQual,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
20,RL,13286,Inside,Edwards,1Fam,1Story,9,5,2007,Hip,CemntBd,Ex,PConc,1234,464,1698,GasA,1698,0,1698,1,0,2,0,3,1,Ex,3,768,327,64,0,2,2009,320000
20,RL,6960,Inside,NAmes,1Fam,1Story,4,6,1970,Gable,HdBoard,TA,CBlock,375,250,864,GasA,864,0,864,0,0,1,0,3,1,Gd,2,660,96,0,0,11,2009,120500
20,RL,21695,Corner,Crawfor,1Fam,1Story,6,9,1988,Hip,Wd Sdng,Gd,CBlock,808,72,880,GasA,1680,0,1680,1,0,2,0,3,1,Gd,2,540,292,44,0,12,2009,222000
20,RL,7314,Inside,CollgCr,1Fam,1Story,7,5,2007,Gable,VinylSd,Gd,PConc,724,508,1232,GasA,1232,0,1232,1,0,2,0,2,1,Gd,2,632,132,0,0,2,2009,194500
90,RL,11475,Corner,NAmes,Duplex,1Story,5,5,1958,Gable,VinylSd,TA,CBlock,0,1584,1584,GasA,1776,0,1776,1,0,2,0,4,2,TA,3,888,0,25,0,7,2009,110000
30,RM,6240,Inside,IDOTRR,1Fam,1.5Fin,4,5,1925,Gable,MetalSd,TA,CBlock,152,628,780,GasA,848,0,1208,0,0,1,0,2,1,TA,2,539,0,23,112,1,2009,103000
120,RL,5389,Inside,StoneBr,TwnhsE,1Story,8,5,1995,Gable,CemntBd,Gd,PConc,1180,415,1595,GasA,1616,0,1616,1,0,2,0,2,1,Gd,2,608,237,152,0,3,2010,236500
80,RL,9590,Corner,Timber,1Fam,SLvl,7,5,2003,Gable,VinylSd,Gd,PConc,786,82,868,GasA,1146,0,1146,1,0,2,0,3,1,Gd,2,438,160,22,0,5,2007,187500
60,RL,11404,Inside,CollgCr,1Fam,2Story,7,5,1998,Gable,VinylSd,Gd,PConc,252,901,1153,GasA,1153,878,2031,0,0,2,1,3,1,Gd,2,541,192,84,0,7,2008,222500
20,RL,10000,Corner,Sawyer,1Fam,1Story,5,6,1961,Hip,HdBoard,TA,CBlock,594,270,864,GasA,1144,0,1144,1,0,1,0,3,1,TA,1,264,165,0,0,3,2009,131400
20,RL,8978,Corner,Sawyer,1Fam,1Story,5,5,1968,Gable,Plywood,TA,PConc,0,948,948,GasA,948,0,948,0,0,1,0,3,1,TA,1,300,147,0,0,5,2007,108000
75,RM,10800,Inside,OldTown,1Fam,2.5Unf,7,7,1914,Gable,Wd Sdng,TA,BrkTil,390,490,880,GasW,880,888,1768,0,0,1,1,2,1,TA,2,320,0,341,0,10,2006,163000
90,RL,8544,Inside,NAmes,Duplex,1Story,3,4,1950,Gable,Stucco,TA,CBlock,0,0,0,GasA,1040,0,1040,0,0,2,0,2,2,TA,2,400,0,0,0,7,2006,93500
60,RL,10463,CulDSac,Gilbert,1Fam,2Story,8,5,2005,Gable,VinylSd,Gd,PConc,0,893,893,GasA,901,900,1801,0,0,2,1,3,1,Gd,3,800,0,116,0,6,2006,239900
90,RL,10800,Inside,Edwards,Duplex,1Story,5,5,1987,Gable,Plywood,TA,CBlock,1200,0,1200,GasA,1200,0,1200,3,0,3,0,3,1,TA,0,0,120,0,0,3,2009,179000
60,RL,9313,Inside,CollgCr,1Fam,2Story,7,5,2004,Gable,VinylSd,Gd,PConc,0,864,864,GasA,864,864,1728,0,0,2,1,3,1,Gd,2,572,187,56,0,4,2009,190000
70,RM,9600,Inside,OldTown,1Fam,2Story,5,7,1910,Gable,Wd Sdng,TA,BrkTil,0,264,264,GasA,768,664,1432,0,0,2,0,2,1,TA,2,360,270,0,112,5,2007,132000
20,RL,6768,Inside,Sawyer,1Fam,1Story,6,8,1961,Hip,HdBoard,TA,CBlock,832,80,912,GasA,912,0,912,1,1,1,0,3,1,Gd,1,288,168,0,0,5,2008,142000
20,RL,8450,Inside,SawyerW,1Fam,1Story,7,5,2000,Gable,VinylSd,TA,PConc,0,1349,1349,GasA,1349,0,1349,0,0,2,0,3,1,TA,2,539,120,55,0,12,2007,179000
80,RL,12886,Inside,Sawyer,1Fam,SLvl,5,6,1963,Gable,HdBoard,TA,CBlock,444,76,520,GasA,1464,0,1464,0,1,2,0,3,1,TA,2,480,302,0,0,10,2009,175000
120,RL,5395,Inside,StoneBr,TwnhsE,1Story,8,5,1993,Gable,HdBoard,Gd,PConc,733,604,1337,GasA,1337,0,1337,1,0,2,0,2,1,Gd,2,462,96,0,70,10,2008,180000
60,RL,8963,Inside,NWAmes,1Fam,2Story,8,9,1976,Hip,VinylSd,Ex,CBlock,575,487,1142,GasA,1175,1540,2715,0,1,3,1,4,1,Gd,2,831,0,204,0,7,2008,299800
60,RL,8795,Inside,Gilbert,1Fam,2Story,7,5,2000,Gable,VinylSd,Gd,PConc,300,652,952,GasA,980,1276,2256,0,0,2,1,4,1,Gd,2,554,224,54,0,4,2009,236000
70,RM,11700,Corner,OldTown,1Fam,2Story,7,7,1880,Mansard,Stucco,Gd,Stone,0,1240,1240,GasW,1320,1320,2640,0,0,1,1,4,1,Gd,4,864,181,0,386,5,2009,265979
20,RL,10593,Inside,NoRidge,1Fam,1Story,7,5,1996,Hip,VinylSd,Gd,PConc,919,801,1720,GasA,1720,0,1720,1,0,2,0,3,1,Gd,2,527,240,56,154,3,2010,260400
50,RL,8405,Inside,Edwards,1Fam,1.5Fin,4,3,1945,Gable,WdShing,TA,Slab,0,0,0,Wall,1088,441,1529,0,0,2,0,4,1,TA,1,240,92,0,185,4,2009,98000
50,RM,8800,Corner,OldTown,1Fam,1.5Fin,4,7,1910,Gable,Wd Sdng,TA,BrkTil,0,576,576,GasA,792,348,1140,0,0,1,0,3,1,TA,0,0,0,160,0,6,2010,96500
60,RL,7750,Inside,Gilbert,1Fam,2Story,7,5,2003,Gable,VinylSd,Gd,PConc,0,660,660,GasA,660,660,1320,0,0,2,1,3,1,Gd,2,400,0,48,0,8,2007,162000
20,RL,9236,Inside,CollgCr,1Fam,1Story,6,5,1997,Gable,VinylSd,TA,PConc,1200,279,1479,GasA,1494,0,1494,1,0,2,0,3,1,Gd,2,576,168,27,0,7,2006,217000
60,RL,10240,Inside,NridgHt,1Fam,2Story,8,5,2005,Gable,VinylSd,Gd,PConc,0,1030,1030,GasA,1038,1060,2098,0,0,2,1,3,1,Ex,3,878,192,52,0,3,2006,275500
20,RL,7930,Inside,NAmes,1Fam,1Story,6,8,1969,Gable,Plywood,TA,CBlock,439,115,1026,GasA,1026,0,1026,1,0,1,0,3,1,Gd,2,440,171,48,0,7,2009,156000
160,FV,3230,Inside,Somerst,TwnhsE,2Story,6,5,1999,Gable,MetalSd,TA,PConc,381,348,729,GasA,742,729,1471,0,0,2,1,3,1,TA,2,440,0,24,0,3,2009,172500
60,RL,10769,Inside,CollgCr,1Fam,2Story,8,5,2007,Gable,VinylSd,Gd,PConc,20,846,866,GasA,866,902,1768,0,0,2,1,3,1,Gd,2,578,144,105,0,4,2009,212000
60,RL,11616,CulDSac,Sawyer,1Fam,2Story,6,5,1978,Hip,HdBoard,TA,CBlock,438,234,672,GasA,672,714,1386,0,0,2,1,3,1,TA,2,440,335,0,0,4,2010,158900
160,FV,2280,Inside,Somerst,Twnhs,2Story,7,5,1999,Gable,MetalSd,TA,PConc,549,195,744,GasA,757,744,1501,0,0,2,1,3,1,TA,2,440,0,0,0,8,2008,179400
60,RL,12257,Inside,NoRidge,1Fam,2Story,8,5,1995,Gable,VinylSd,Gd,PConc,56,1198,1318,GasA,1328,1203,2531,0,0,2,1,4,1,Gd,3,752,222,98,0,11,2007,290000
20,RL,9100,Inside,NAmes,1Fam,1Story,6,6,1959,Hip,Wd Sdng,TA,CBlock,612,252,864,GasA,864,0,864,0,0,1,0,2,1,TA,1,300,0,0,0,10,2009,127500
30,RM,6911,FR2,BrkSide,1Fam,1Story,5,5,1924,Gable,Wd Sdng,TA,PConc,405,740,1145,GasA,1301,0,1301,0,0,1,0,2,1,Fa,2,440,0,0,0,10,2009,100000
60,FV,8640,Inside,Somerst,1Fam,2Story,7,5,2009,Gable,VinylSd,TA,PConc,24,732,756,GasA,764,783,1547,0,0,2,1,3,1,Gd,2,614,169,45,0,6,2010,215200
60,RL,9430,Inside,NoRidge,1Fam,2Story,8,5,1999,Gable,VinylSd,Gd,PConc,1163,89,1252,GasA,1268,1097,2365,1,0,2,1,3,1,Gd,3,856,0,128,0,7,2009,337000
120,RL,9549,CulDSac,Veenker,TwnhsE,1Story,8,5,1995,Hip,BrkFace,Gd,PConc,437,0,1494,GasA,1494,0,1494,1,0,1,1,2,1,Ex,2,481,0,30,0,4,2006,270000
20,RL,14587,Inside,Somerst,1Fam,1Story,9,5,2008,Gable,VinylSd,Gd,PConc,0,1498,1498,GasA,1506,0,1506,0,0,2,0,2,1,Ex,2,592,0,174,0,8,2008,264132
60,RL,10421,Inside,NWAmes,1Fam,2Story,7,5,1988,Gable,HdBoard,TA,CBlock,394,586,980,GasA,980,734,1714,0,0,2,1,3,1,TA,2,496,228,66,156,3,2010,196500
50,RL,12508,Inside,Mitchel,1Fam,1.5Fin,6,7,1940,Gable,VinylSd,TA,CBlock,660,323,983,GasA,983,767,1750,1,0,2,0,4,1,TA,1,423,245,0,156,7,2008,160000
20,RL,9100,Inside,CollgCr,1Fam,1Story,7,5,2004,Hip,VinylSd,Gd,PConc,24,1836,1860,GasA,1836,0,1836,0,0,2,0,3,1,Gd,2,484,120,33,0,10,2006,216837
60,RL,53504,CulDSac,StoneBr,1Fam,2Story,8,5,2003,Hip,CemntBd,Ex,PConc,1416,234,1650,GasA,1690,1589,3279,1,0,3,1,4,1,Ex,3,841,503,36,0,6,2010,538000
85,RL,7252,CulDSac,Sawyer,1Fam,SFoyer,5,5,1982,Hip,Wd Sdng,TA,CBlock,685,173,858,GasA,858,0,858,1,0,1,0,2,1,TA,2,576,120,0,0,4,2009,134900
20,RL,8877,Inside,Edwards,1Fam,1Story,4,5,1951,Gable,Wd Sdng,TA,CBlock,836,0,836,GasA,1220,0,1220,0,0,1,0,2,1,TA,2,396,0,0,0,4,2006,102000
80,RL,7819,Inside,Edwards,1Fam,SLvl,6,5,1976,Gable,Plywood,TA,CBlock,422,480,1029,GasA,1117,0,1117,1,0,1,0,3,1,TA,2,672,144,0,0,3,2010,107000
20,RL,10150,Inside,NAmes,1Fam,1Story,5,5,1958,Gable,Wd Sdng,TA,CBlock,456,456,912,GasA,912,0,912,0,0,1,0,2,1,TA,1,275,0,0,0,7,2007,114500
20,RL,14226,Corner,NridgHt,1Fam,1Story,8,5,2006,Hip,VinylSd,Gd,PConc,0,1935,1935,GasA,1973,0,1973,0,0,2,0,3,1,Gd,3,895,315,45,0,7,2007,395000
120,RM,4500,FR2,Mitchel,TwnhsE,1Story,6,5,1998,Hip,VinylSd,TA,PConc,866,338,1204,GasA,1204,0,1204,1,0,2,0,2,1,TA,2,412,0,247,0,6,2009,162000
20,RL,11210,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,VinylSd,Gd,PConc,20,1594,1614,GasA,1614,0,1614,0,0,2,0,3,1,Gd,3,865,144,59,0,7,2006,221500
20,RL,13350,Inside,Sawyer,1Fam,1Story,5,5,1974,Hip,HdBoard,TA,CBlock,762,102,864,GasA,894,0,894,1,0,1,0,3,1,TA,2,440,241,0,0,6,2006,142500
90,RH,8400,Inside,SawyerW,Duplex,1Story,5,5,1977,Gable,Plywood,TA,Slab,0,0,0,GasA,2020,0,2020,0,0,2,0,4,2,TA,2,630,0,0,0,10,2007,144000
90,RL,10530,Inside,Mitchel,Duplex,SFoyer,6,5,1977,Gable,Plywood,TA,CBlock,975,0,975,GasA,1004,0,1004,1,0,1,0,2,1,TA,2,504,0,0,0,5,2006,135000
20,RL,7875,Inside,Gilbert,1Fam,1Story,7,5,1995,Gable,HdBoard,TA,PConc,0,1237,1237,GasA,1253,0,1253,0,0,2,0,3,1,TA,2,402,220,21,0,6,2007,176000
60,RL,7153,Inside,SawyerW,1Fam,2Story,6,5,1992,Gable,VinylSd,Gd,PConc,387,374,761,GasA,810,793,1603,0,0,2,1,3,1,Gd,2,484,0,124,0,7,2006,175900
20,RL,16285,Inside,CollgCr,1Fam,1Story,7,5,2001,Gable,VinylSd,Gd,PConc,0,1413,1413,GasA,1430,0,1430,0,0,2,0,3,1,Gd,2,605,0,33,0,6,2009,187100
85,RL,9101,Corner,Mitchel,1Fam,SFoyer,5,6,1978,Gable,Plywood,TA,PConc,1097,0,1097,GasA,1110,0,1110,1,0,1,0,1,1,Gd,2,602,303,30,0,7,2009,165500
75,RM,6300,Inside,OldTown,1Fam,2.5Unf,6,6,1914,Gable,Wd Sdng,TA,CBlock,0,742,742,GasA,742,742,1484,0,0,2,0,3,1,TA,0,0,0,291,134,6,2008,128000
20,RL,9790,Inside,NWAmes,1Fam,1Story,6,5,1967,Gable,BrkFace,TA,CBlock,251,491,1372,GasA,1342,0,1342,0,0,2,0,3,1,TA,2,457,0,0,0,9,2009,161500
50,RM,10800,Inside,OldTown,1Fam,1.5Fin,5,6,1915,Gable,MetalSd,TA,PConc,686,0,686,GasA,966,686,1652,1,0,2,0,4,1,TA,1,416,0,0,196,6,2010,139000
60,RL,10142,Inside,SawyerW,1Fam,2Story,7,5,2004,Gable,VinylSd,Gd,PConc,656,300,956,GasA,956,1128,2084,1,0,2,1,4,1,Gd,2,618,0,45,0,1,2010,233000
20,RM,6000,Corner,OldTown,1Fam,1Story,4,7,1954,Gable,MetalSd,TA,CBlock,0,901,901,GasA,901,0,901,0,0,1,0,2,1,TA,1,281,0,0,0,8,2008,107900
60,RL,12205,Inside,ClearCr,1Fam,2Story,6,8,1966,Gable,HdBoard,TA,CBlock,568,264,832,GasA,976,1111,2087,0,0,2,1,5,1,Gd,2,444,133,168,0,7,2007,187500
120,RL,3182,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,VinylSd,Gd,PConc,16,1129,1145,GasA,1145,0,1145,0,0,2,0,2,1,Gd,2,397,100,16,0,9,2009,160200
80,RL,11333,Corner,Mitchel,1Fam,SLvl,6,5,1976,Gable,HdBoard,TA,PConc,539,490,1029,GasA,1062,0,1062,1,0,1,0,3,1,TA,2,539,120,0,0,5,2007,146800
60,RL,9920,CulDSac,NoRidge,1Fam,2Story,7,5,1996,Gable,MetalSd,Gd,PConc,862,255,1117,GasA,1127,886,2013,1,0,2,1,3,1,TA,2,455,180,130,0,6,2007,269790
20,RL,9158,Inside,Somerst,1Fam,1Story,8,5,2007,Gable,CemntBd,Gd,PConc,0,1496,1496,GasA,1496,0,1496,0,0,2,0,3,1,Gd,2,474,168,130,0,6,2007,225000
60,RL,10832,Corner,Gilbert,1Fam,2Story,7,5,1994,Gable,MetalSd,Gd,PConc,0,712,712,GasA,1086,809,1895,0,0,2,1,3,1,Gd,2,409,143,46,0,10,2008,194500
60,RL,8400,Inside,SawyerW,1Fam,2Story,6,6,1980,Gable,HdBoard,TA,CBlock,0,650,650,GasA,888,676,1564,0,0,2,1,3,1,TA,2,476,0,50,0,4,2010,171000
20,RL,8197,Inside,Sawyer,1Fam,1Story,6,5,1977,Gable,Plywood,TA,CBlock,0,660,660,GasA,1285,0,1285,0,0,1,1,3,1,TA,2,528,138,0,0,4,2007,143500
20,RL,7677,Inside,NAmes,1Fam,1Story,5,5,1953,Gable,VinylSd,TA,CBlock,570,203,773,GasA,773,0,773,0,0,1,0,2,1,TA,1,240,0,0,0,4,2008,110000
60,RL,13518,Inside,NridgHt,1Fam,2Story,9,5,2008,Hip,VinylSd,Ex,PConc,0,1926,1926,GasA,1966,1174,3140,0,0,3,1,4,1,Ex,3,820,144,78,0,7,2009,485000
50,RL,7200,Corner,SWISU,1Fam,1.5Fin,5,7,1937,Gable,Wd Sdng,TA,BrkTil,569,162,731,GasA,981,787,1768,1,0,1,1,3,1,Gd,1,240,0,0,264,6,2007,175000
60,RL,12798,Inside,ClearCr,1Fam,2Story,6,5,1997,Gable,VinylSd,TA,PConc,462,154,616,GasA,616,1072,1688,1,0,2,1,4,1,Gd,2,603,403,114,185,5,2008,200000
30,RM,4800,Inside,IDOTRR,1Fam,1Story,4,7,1916,Gable,MetalSd,TA,CBlock,197,999,1196,GasA,1196,0,1196,1,0,1,0,2,1,TA,2,440,0,0,0,7,2007,109900
60,RL,8199,Inside,CollgCr,1Fam,2Story,7,5,2005,Gable,WdShing,Gd,PConc,648,80,728,GasA,728,728,1456,1,0,2,1,3,1,Gd,2,410,36,18,0,10,2008,189000
60,RL,13891,Inside,NridgHt,1Fam,2Story,9,5,2008,Hip,VinylSd,Ex,PConc,0,1734,1734,GasA,1734,1088,2822,0,0,3,1,4,1,Ex,3,1020,52,170,0,1,2009,582933
20,RL,9000,Inside,NAmes,1Fam,1Story,5,5,1954,Gable,Wd Sdng,TA,CBlock,812,124,936,GasA,1128,0,1128,0,0,1,0,2,1,TA,1,286,0,0,0,6,2006,118000
20,RL,12274,FR2,Somerst,1Fam,1Story,7,5,2008,Gable,VinylSd,Gd,PConc,0,1417,1417,GasA,1428,0,1428,0,0,2,0,3,1,Ex,2,554,0,60,0,7,2008,227680
80,RL,9750,Inside,NAmes,1Fam,SLvl,5,5,1967,Gable,VinylSd,TA,PConc,400,100,980,GasA,980,0,980,0,0,2,0,3,1,TA,1,384,68,0,0,10,2006,135500
70,RL,21384,Inside,BrkSide,1Fam,2Story,5,6,1923,Gable,Wd Sdng,TA,CBlock,1309,15,1324,GasA,1072,504,1576,2,0,1,1,3,1,Gd,2,528,0,312,0,5,2009,223500
80,RL,13400,Inside,NAmes,1Fam,SLvl,5,5,1966,Gable,VinylSd,TA,CBlock,516,380,1024,GasA,1086,0,1086,1,0,1,0,3,1,TA,2,484,0,0,0,6,2006,159950
75,RM,8100,Corner,OldTown,1Fam,2.5Unf,5,5,1898,Hip,AsbShng,TA,PConc,0,849,849,GasA,1075,1063,2138,0,0,2,0,2,3,TA,2,360,40,156,0,11,2009,106000
20,RL,10140,Inside,NWAmes,1Fam,1Story,6,6,1974,Hip,HdBoard,TA,CBlock,663,0,1040,GasA,1309,0,1309,1,0,1,1,3,1,Gd,2,484,265,0,0,1,2006,181000
120,RM,4438,Inside,CollgCr,TwnhsE,1Story,6,5,2004,Gable,VinylSd,Gd,PConc,662,186,848,GasA,848,0,848,1,0,1,0,1,1,Gd,2,420,140,0,0,6,2008,144500
20,C (all),8712,Inside,IDOTRR,1Fam,1Story,5,5,1952,Hip,Wd Sdng,Fa,CBlock,0,540,540,GasA,1044,0,1044,0,0,1,0,2,1,Fa,2,504,0,0,0,6,2010,55993
20,RL,9750,Inside,NAmes,1Fam,1Story,6,6,1958,Gable,MetalSd,TA,CBlock,608,834,1442,GasA,1442,0,1442,0,0,1,1,4,1,TA,1,301,0,0,275,4,2007,157900
50,RL,8248,Inside,Edwards,1Fam,1.5Fin,5,7,1918,Gable,Stucco,TA,BrkTil,0,686,686,GasW,686,564,1250,0,1,1,1,3,1,Fa,1,280,207,0,96,7,2006,116000
20,RL,12137,CulDSac,CollgCr,1Fam,1Story,7,5,1998,Gable,VinylSd,TA,PConc,0,1649,1649,GasA,1661,0,1661,0,0,2,0,3,1,Gd,2,598,0,34,0,5,2010,224900
20,RL,11425,Corner,NAmes,1Fam,1Story,5,6,1954,Gable,BrkFace,TA,CBlock,486,522,1008,GasA,1008,0,1008,0,0,1,0,2,1,TA,1,275,0,0,120,7,2006,137000
20,RL,13265,CulDSac,Mitchel,1Fam,1Story,8,5,2002,Hip,CemntBd,Gd,PConc,1218,350,1568,GasA,1689,0,1689,1,0,2,0,3,1,Gd,3,857,150,59,0,7,2008,271000
80,RL,8816,Inside,ClearCr,1Fam,SLvl,6,7,1971,Gable,HdBoard,TA,CBlock,504,506,1010,GasA,1052,0,1052,1,0,1,0,3,1,TA,2,440,0,0,0,6,2010,155000
120,RL,6371,Inside,NridgHt,TwnhsE,1Story,7,5,2009,Gable,VinylSd,Gd,PConc,733,625,1358,GasA,1358,0,1358,1,0,2,0,2,1,Gd,2,484,192,35,0,6,2010,224000
60,RL,7226,CulDSac,CollgCr,1Fam,2Story,7,5,2003,Gable,VinylSd,Gd,PConc,0,798,798,GasA,798,842,1640,0,0,2,1,3,1,Gd,2,595,0,45,0,6,2008,183000
20,RM,6000,Inside,OldTown,2fmCon,1Story,4,4,1953,Gable,MetalSd,Fa,CBlock,0,936,936,GasA,936,0,936,0,0,1,0,2,1,TA,2,576,0,32,112,2,2009,93000
60,RL,12394,Corner,Gilbert,1Fam,2Story,7,5,2003,Gable,VinylSd,Gd,PConc,0,847,847,GasA,847,886,1733,0,0,2,1,3,1,Gd,2,433,100,48,0,10,2007,225000
50,RL,9900,Inside,SWISU,1Fam,1.5Fin,6,7,1940,Gable,VinylSd,TA,BrkTil,0,778,778,GasA,944,545,1489,0,0,2,0,3,1,TA,1,240,335,0,0,7,2009,139500
20,FV,11216,Inside,Somerst,1Fam,1Story,8,5,2006,Gable,VinylSd,Gd,PConc,0,1489,1489,GasA,1489,0,1489,0,0,2,0,3,1,Gd,2,776,0,140,0,6,2006,232600
20,RL,14803,Inside,NridgHt,1Fam,1Story,10,5,2007,Hip,CemntBd,Ex,PConc,1636,442,2078,GasA,2084,0,2084,1,0,2,0,2,1,Ex,3,1220,188,45,0,6,2008,385000
45,RM,6130,Inside,BrkSide,1Fam,1.5Unf,5,6,1924,Gable,MetalSd,TA,BrkTil,784,0,784,GasA,784,0,784,1,0,1,0,2,1,Gd,0,0,0,0,116,5,2008,109500
20,RL,8529,Inside,SawyerW,1Fam,1Story,7,5,2001,Gable,VinylSd,Gd,PConc,20,1434,1454,GasA,1434,0,1434,0,0,2,0,3,1,Gd,2,527,290,39,0,4,2009,189000
60,RL,28698,CulDSac,ClearCr,1Fam,2Story,5,5,1967,Flat,Plywood,TA,PConc,249,0,1013,GasA,1160,966,2126,0,1,2,1,3,1,TA,2,538,486,0,0,6,2009,185000
160,FV,2544,Inside,Somerst,Twnhs,2Story,7,5,2005,Gable,MetalSd,Gd,PConc,0,600,600,GasA,520,623,1223,0,0,2,1,2,1,Gd,2,480,0,166,0,7,2006,147400
20,RL,11900,Corner,NAmes,1Fam,1Story,6,5,1957,Gable,HdBoard,TA,CBlock,1040,352,1392,GasA,1392,0,1392,1,0,1,1,3,1,TA,2,458,0,0,0,6,2008,166000
160,FV,3180,Inside,Somerst,TwnhsE,2Story,7,5,2005,Gable,MetalSd,TA,PConc,0,600,600,GasA,520,600,1200,0,0,2,1,2,1,Gd,2,480,0,166,0,6,2006,151000
60,RL,9548,CulDSac,CollgCr,1Fam,2Story,7,6,2003,Gable,VinylSd,Gd,PConc,483,458,941,GasA,941,888,1829,1,0,2,1,3,1,Gd,2,613,192,39,0,1,2010,237000
20,RL,10004,Inside,NAmes,1Fam,1Story,6,6,1964,Gable,HdBoard,TA,CBlock,196,975,1516,GasA,1516,0,1516,0,0,1,1,3,1,TA,2,472,0,0,0,2,2009,167000
20,RL,7875,Inside,NAmes,1Fam,1Story,5,6,1961,Gable,VinylSd,TA,CBlock,572,572,1144,GasA,1144,0,1144,1,0,1,0,3,1,TA,2,456,0,0,0,9,2008,139950
20,RL,9600,Inside,Sawyer,1Fam,1Story,4,7,1950,Gable,VinylSd,TA,CBlock,442,625,1067,GasA,1067,0,1067,0,0,2,0,2,1,Gd,2,436,290,0,0,2,2010,128000
30,RM,8100,Inside,OldTown,1Fam,1Story,5,6,1948,Gable,VinylSd,TA,BrkTil,338,1221,1559,GasA,1559,0,1559,1,0,1,0,2,1,TA,2,812,0,116,230,6,2007,153500
160,RM,1680,Inside,BrDale,Twnhs,2Story,6,5,1973,Gable,HdBoard,TA,CBlock,330,153,483,GasA,483,504,987,1,0,1,1,2,1,TA,1,264,0,0,0,11,2008,100000
20,RL,9525,Inside,CollgCr,1Fam,1Story,5,6,1995,Gable,VinylSd,TA,PConc,0,1099,1099,GasA,1099,0,1099,0,0,1,1,3,1,Gd,1,352,278,0,0,6,2008,144000
50,RL,11767,Inside,Edwards,1Fam,1.5Fin,5,6,1946,Gable,MetalSd,TA,CBlock,352,416,768,GasA,768,432,1200,0,0,1,0,3,1,TA,1,240,0,0,0,5,2008,130500
70,RH,12155,Inside,SWISU,1Fam,2Story,6,8,1925,Gable,Wd Sdng,TA,BrkTil,156,516,672,GasA,810,672,1482,0,0,2,0,4,1,Fa,1,400,0,0,254,3,2008,140000
70,RM,10440,Inside,OldTown,1Fam,2Story,5,8,1904,Gable,MetalSd,TA,PConc,0,650,650,GasA,958,581,1539,0,0,2,0,3,1,Gd,2,686,70,78,68,6,2008,157500
80,RL,9020,Inside,NAmes,1Fam,SLvl,6,7,1966,Gable,HdBoard,TA,CBlock,312,276,1127,GasA,1165,0,1165,1,0,1,1,3,1,TA,2,490,0,129,0,5,2008,174900
90,RL,8000,Corner,NAmes,Duplex,1Story,5,4,1961,Gable,BrkFace,TA,CBlock,0,1800,1800,GasA,1800,0,1800,0,0,2,0,6,2,TA,0,0,0,0,0,7,2007,141000
50,RM,12665,Inside,OldTown,1Fam,1.5Fin,5,8,1915,Gable,Wd Sdng,TA,BrkTil,0,876,876,GasA,876,540,1416,0,0,1,1,4,1,TA,3,720,418,0,194,6,2008,153900
85,RL,16647,CulDSac,Sawyer,1Fam,SFoyer,5,5,1975,Gable,HdBoard,TA,CBlock,1390,0,1390,GasA,1701,0,1701,1,0,2,0,3,1,TA,2,611,0,0,0,1,2007,171000
60,RL,9317,Inside,SawyerW,1Fam,2Story,7,5,1993,Gable,HdBoard,Gd,PConc,513,227,740,GasA,1006,769,1775,1,0,2,1,3,1,Gd,2,425,234,72,192,7,2009,213000
20,RL,15523,CulDSac,CollgCr,1Fam,1Story,5,6,1972,Gable,HdBoard,TA,CBlock,460,404,864,GasA,864,0,864,1,0,1,0,3,1,TA,1,338,0,0,0,8,2009,133500
50,RL,45600,Inside,ClearCr,1Fam,1.5Fin,6,8,1908,Gable,Wd Sdng,TA,BrkTil,0,907,907,GasA,1307,1051,2358,0,0,3,0,5,1,TA,2,360,486,40,0,9,2008,240000
80,RL,9600,FR2,Veenker,1Fam,SLvl,6,7,1976,Hip,Plywood,Gd,CBlock,0,528,528,GasA,1094,761,1855,0,0,2,1,3,1,TA,2,512,113,100,0,8,2007,187000
120,RM,4435,Inside,CollgCr,TwnhsE,1Story,6,5,2003,Gable,VinylSd,Gd,PConc,659,189,848,GasA,848,0,848,1,0,1,0,1,1,Gd,2,420,140,0,0,11,2007,131500
120,RL,3196,Inside,Blmngtn,TwnhsE,1Story,8,5,2003,Gable,VinylSd,Gd,PConc,0,1273,1273,GasA,1456,0,1456,0,0,2,0,2,1,Gd,2,400,143,20,0,5,2006,215000
75,RL,7128,Inside,Crawfor,1Fam,2.5Unf,7,5,1941,Gable,MetalSd,TA,CBlock,364,554,918,GasA,918,728,1646,0,0,2,0,4,1,TA,1,240,0,0,0,8,2007,164000
80,RL,12095,Corner,NAmes,1Fam,SLvl,6,6,1964,Gable,MetalSd,TA,CBlock,564,563,1127,GasA,1445,0,1445,0,0,1,1,3,1,TA,2,645,180,0,0,8,2009,158000
20,RL,17920,Inside,Sawyer,1Fam,1Story,5,4,1955,Hip,Wd Sdng,TA,CBlock,306,372,1763,GasA,1779,0,1779,1,0,1,1,3,1,TA,2,454,0,418,0,7,2006,170000
