MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,SalePrice
120,RL,5389,Inside,StoneBr,TwnhsE,1Story,8,5,1995,Gable,CemntBd,None,0,PConc,1180,415,1595,Ex,1616,0,1616,1,0,2,2,1,Gd,236500
80,RL,9590,Corner,Timber,1Fam,SLvl,7,5,2003,Gable,VinylSd,BrkFace,442,PConc,786,82,868,Ex,1146,0,1146,1,0,2,3,1,Gd,187500
60,RL,11404,Inside,CollgCr,1Fam,2Story,7,5,1998,Gable,VinylSd,BrkFace,202,PConc,252,901,1153,Ex,1153,878,2031,0,0,2,3,1,Gd,222500
20,RL,10000,Corner,Sawyer,1Fam,1Story,5,6,1961,Hip,HdBoard,None,0,CBlock,594,270,864,Ex,1144,0,1144,1,0,1,3,1,TA,131400
20,RL,8978,Corner,Sawyer,1Fam,1Story,5,5,1968,Gable,Plywood,None,0,PConc,0,948,948,TA,948,0,948,0,0,1,3,1,TA,108000
75,RM,10800,Inside,OldTown,1Fam,2.5Unf,7,7,1914,Gable,Wd Sdng,None,0,BrkTil,390,490,880,Fa,880,888,1768,0,0,1,2,1,TA,163000
90,RL,8544,Inside,NAmes,Duplex,1Story,3,4,1950,Gable,Stucco,None,0,CBlock,0,0,0,Gd,1040,0,1040,0,0,2,2,2,TA,93500
60,RL,10463,CulDSac,Gilbert,1Fam,2Story,8,5,2005,Gable,VinylSd,None,0,PConc,0,893,893,Ex,901,900,1801,0,0,2,3,1,Gd,239900
90,RL,10800,Inside,Edwards,Duplex,1Story,5,5,1987,Gable,Plywood,None,0,CBlock,1200,0,1200,TA,1200,0,1200,3,0,3,3,1,TA,179000
60,RL,9313,Inside,CollgCr,1Fam,2Story,7,5,2004,Gable,VinylSd,None,0,PConc,0,864,864,Ex,864,864,1728,0,0,2,3,1,Gd,190000
70,RM,9600,Inside,OldTown,1Fam,2Story,5,7,1910,Gable,Wd Sdng,None,0,BrkTil,0,264,264,Ex,768,664,1432,0,0,2,2,1,TA,132000
20,RL,6768,Inside,Sawyer,1Fam,1Story,6,8,1961,Hip,HdBoard,None,0,CBlock,832,80,912,Gd,912,0,912,1,1,1,3,1,Gd,142000
20,RL,8450,Inside,SawyerW,1Fam,1Story,7,5,2000,Gable,VinylSd,BrkFace,108,PConc,0,1349,1349,Ex,1349,0,1349,0,0,2,3,1,TA,179000
80,RL,12886,Inside,Sawyer,1Fam,SLvl,5,6,1963,Gable,HdBoard,None,0,CBlock,444,76,520,Ex,1464,0,1464,0,1,2,3,1,TA,175000
120,RL,5395,Inside,StoneBr,TwnhsE,1Story,8,5,1993,Gable,HdBoard,None,0,PConc,733,604,1337,Gd,1337,0,1337,1,0,2,2,1,Gd,180000
60,RL,8963,Inside,NWAmes,1Fam,2Story,8,9,1976,Hip,VinylSd,BrkFace,289,CBlock,575,487,1142,Ex,1175,1540,2715,0,1,3,4,1,Gd,299800
60,RL,8795,Inside,Gilbert,1Fam,2Story,7,5,2000,Gable,VinylSd,None,0,PConc,300,652,952,Ex,980,1276,2256,0,0,2,4,1,Gd,236000
70,RM,11700,Corner,OldTown,1Fam,2Story,7,7,1880,Mansard,Stucco,None,0,Stone,0,1240,1240,TA,1320,1320,2640,0,0,1,4,1,Gd,265979
20,RL,10593,Inside,NoRidge,1Fam,1Story,7,5,1996,Hip,VinylSd,BrkFace,338,PConc,919,801,1720,Ex,1720,0,1720,1,0,2,3,1,Gd,260400
50,RL,8405,Inside,Edwards,1Fam,1.5Fin,4,3,1945,Gable,WdShing,None,0,Slab,0,0,0,TA,1088,441,1529,0,0,2,4,1,TA,98000
50,RM,8800,Corner,OldTown,1Fam,1.5Fin,4,7,1910,Gable,Wd Sdng,None,0,BrkTil,0,576,576,Gd,792,348,1140,0,0,1,3,1,TA,96500
60,RL,7750,Inside,Gilbert,1Fam,2Story,7,5,2003,Gable,VinylSd,None,0,PConc,0,660,660,Ex,660,660,1320,0,0,2,3,1,Gd,162000
20,RL,9236,Inside,CollgCr,1Fam,1Story,6,5,1997,Gable,VinylSd,None,0,PConc,1200,279,1479,Ex,1494,0,1494,1,0,2,3,1,Gd,217000
60,RL,10240,Inside,NridgHt,1Fam,2Story,8,5,2005,Gable,VinylSd,BrkFace,178,PConc,0,1030,1030,Gd,1038,1060,2098,0,0,2,3,1,Ex,275500
20,RL,7930,Inside,NAmes,1Fam,1Story,6,8,1969,Gable,Plywood,None,0,CBlock,439,115,1026,Gd,1026,0,1026,1,0,1,3,1,Gd,156000
160,FV,3230,Inside,Somerst,TwnhsE,2Story,6,5,1999,Gable,MetalSd,BrkFace,894,PConc,381,348,729,Gd,742,729,1471,0,0,2,3,1,TA,172500
60,RL,10769,Inside,CollgCr,1Fam,2Story,8,5,2007,Gable,VinylSd,None,0,PConc,20,846,866,Ex,866,902,1768,0,0,2,3,1,Gd,212000
60,RL,11616,CulDSac,Sawyer,1Fam,2Story,6,5,1978,Hip,HdBoard,BrkCmn,328,CBlock,438,234,672,TA,672,714,1386,0,0,2,3,1,TA,158900
160,FV,2280,Inside,Somerst,Twnhs,2Story,7,5,1999,Gable,MetalSd,BrkFace,360,PConc,549,195,744,Gd,757,744,1501,0,0,2,3,1,TA,179400
60,RL,12257,Inside,NoRidge,1Fam,2Story,8,5,1995,Gable,VinylSd,BrkFace,513,PConc,56,1198,1318,Ex,1328,1203,2531,0,0,2,4,1,Gd,290000
20,RL,9100,Inside,NAmes,1Fam,1Story,6,6,1959,Hip,Wd Sdng,None,0,CBlock,612,252,864,Ex,864,0,864,0,0,1,2,1,TA,127500
30,RM,6911,FR2,BrkSide,1Fam,1Story,5,5,1924,Gable,Wd Sdng,None,0,PConc,405,740,1145,TA,1301,0,1301,0,0,1,2,1,Fa,100000
60,FV,8640,Inside,Somerst,1Fam,2Story,7,5,2009,Gable,VinylSd,None,0,PConc,24,732,756,Ex,764,783,1547,0,0,2,3,1,Gd,215200
60,RL,9430,Inside,NoRidge,1Fam,2Story,8,5,1999,Gable,VinylSd,BrkFace,673,PConc,1163,89,1252,Ex,1268,1097,2365,1,0,2,3,1,Gd,337000
120,RL,9549,CulDSac,Veenker,TwnhsE,1Story,8,5,1995,Hip,BrkFace,None,0,PConc,437,0,1494,Ex,1494,0,1494,1,0,1,2,1,Ex,270000
20,RL,14587,Inside,Somerst,1Fam,1Story,9,5,2008,Gable,VinylSd,Stone,284,PConc,0,1498,1498,Ex,1506,0,1506,0,0,2,2,1,Ex,264132
60,RL,10421,Inside,NWAmes,1Fam,2Story,7,5,1988,Gable,HdBoard,BrkFace,42,CBlock,394,586,980,TA,980,734,1714,0,0,2,3,1,TA,196500
50,RL,12508,Inside,Mitchel,1Fam,1.5Fin,6,7,1940,Gable,VinylSd,None,0,CBlock,660,323,983,Ex,983,767,1750,1,0,2,4,1,TA,160000
20,RL,9100,Inside,CollgCr,1Fam,1Story,7,5,2004,Hip,VinylSd,None,0,PConc,24,1836,1860,Ex,1836,0,1836,0,0,2,3,1,Gd,216837
60,RL,53504,CulDSac,StoneBr,1Fam,2Story,8,5,2003,Hip,CemntBd,BrkFace,603,PConc,1416,234,1650,Ex,1690,1589,3279,1,0,3,4,1,Ex,538000
85,RL,7252,CulDSac,Sawyer,1Fam,SFoyer,5,5,1982,Hip,Wd Sdng,None,0,CBlock,685,173,858,TA,858,0,858,1,0,1,2,1,TA,134900
20,RL,8877,Inside,Edwards,1Fam,1Story,4,5,1951,Gable,Wd Sdng,None,0,CBlock,836,0,836,TA,1220,0,1220,0,0,1,2,1,TA,102000
80,RL,7819,Inside,Edwards,1Fam,SLvl,6,5,1976,Gable,Plywood,None,0,CBlock,422,480,1029,TA,1117,0,1117,1,0,1,3,1,TA,107000
20,RL,10150,Inside,NAmes,1Fam,1Story,5,5,1958,Gable,Wd Sdng,None,1,CBlock,456,456,912,Ex,912,0,912,0,0,1,2,1,TA,114500
20,RL,14226,Corner,NridgHt,1Fam,1Story,8,5,2006,Hip,VinylSd,BrkFace,375,PConc,0,1935,1935,Gd,1973,0,1973,0,0,2,3,1,Gd,395000
120,RM,4500,FR2,Mitchel,TwnhsE,1Story,6,5,1998,Hip,VinylSd,BrkFace,320,PConc,866,338,1204,Ex,1204,0,1204,1,0,2,2,1,TA,162000
20,RL,11210,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,VinylSd,BrkFace,240,PConc,20,1594,1614,Ex,1614,0,1614,0,0,2,3,1,Gd,221500
20,RL,13350,Inside,Sawyer,1Fam,1Story,5,5,1974,Hip,HdBoard,None,0,CBlock,762,102,864,TA,894,0,894,1,0,1,3,1,TA,142500
90,RH,8400,Inside,SawyerW,Duplex,1Story,5,5,1977,Gable,Plywood,BrkFace,320,Slab,0,0,0,TA,2020,0,2020,0,0,2,4,2,TA,144000
90,RL,10530,Inside,Mitchel,Duplex,SFoyer,6,5,1977,Gable,Plywood,BrkFace,90,CBlock,975,0,975,TA,1004,0,1004,1,0,1,2,1,TA,135000
20,RL,7875,Inside,Gilbert,1Fam,1Story,7,5,1995,Gable,HdBoard,BrkFace,38,PConc,0,1237,1237,Gd,1253,0,1253,0,0,2,3,1,TA,176000
60,RL,7153,Inside,SawyerW,1Fam,2Story,6,5,1992,Gable,VinylSd,None,0,PConc,387,374,761,Ex,810,793,1603,0,0,2,3,1,Gd,175900
20,RL,16285,Inside,CollgCr,1Fam,1Story,7,5,2001,Gable,VinylSd,None,0,PConc,0,1413,1413,Ex,1430,0,1430,0,0,2,3,1,Gd,187100
85,RL,9101,Corner,Mitchel,1Fam,SFoyer,5,6,1978,Gable,Plywood,BrkFace,104,PConc,1097,0,1097,Ex,1110,0,1110,1,0,1,1,1,Gd,165500
75,RM,6300,Inside,OldTown,1Fam,2.5Unf,6,6,1914,Gable,Wd Sdng,None,0,CBlock,0,742,742,Ex,742,742,1484,0,0,2,3,1,TA,128000
20,RL,9790,Inside,NWAmes,1Fam,1Story,6,5,1967,Gable,BrkFace,None,0,CBlock,251,491,1372,TA,1342,0,1342,0,0,2,3,1,TA,161500
50,RM,10800,Inside,OldTown,1Fam,1.5Fin,5,6,1915,Gable,MetalSd,None,0,PConc,686,0,686,TA,966,686,1652,1,0,2,4,1,TA,139000
60,RL,10142,Inside,SawyerW,1Fam,2Story,7,5,2004,Gable,VinylSd,None,0,PConc,656,300,956,Ex,956,1128,2084,1,0,2,4,1,Gd,233000
20,RM,6000,Corner,OldTown,1Fam,1Story,4,7,1954,Gable,MetalSd,None,0,CBlock,0,901,901,Ex,901,0,901,0,0,1,2,1,TA,107900
60,RL,12205,Inside,ClearCr,1Fam,2Story,6,8,1966,Gable,HdBoard,BrkFace,157,CBlock,568,264,832,Gd,976,1111,2087,0,0,2,5,1,Gd,187500
120,RL,3182,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,VinylSd,BrkFace,11,PConc,16,1129,1145,Ex,1145,0,1145,0,0,2,2,1,Gd,160200
80,RL,11333,Corner,Mitchel,1Fam,SLvl,6,5,1976,Gable,HdBoard,None,0,PConc,539,490,1029,TA,1062,0,1062,1,0,1,3,1,TA,146800
60,RL,9920,CulDSac,NoRidge,1Fam,2Story,7,5,1996,Gable,MetalSd,None,0,PConc,862,255,1117,Ex,1127,886,2013,1,0,2,3,1,TA,269790
20,RL,9158,Inside,Somerst,1Fam,1Story,8,5,2007,Gable,CemntBd,Stone,140,PConc,0,1496,1496,Ex,1496,0,1496,0,0,2,3,1,Gd,225000
60,RL,10832,Corner,Gilbert,1Fam,2Story,7,5,1994,Gable,MetalSd,None,0,PConc,0,712,712,Ex,1086,809,1895,0,0,2,3,1,Gd,194500
60,RL,8400,Inside,SawyerW,1Fam,2Story,6,6,1980,Gable,HdBoard,BrkFace,130,CBlock,0,650,650,TA,888,676,1564,0,0,2,3,1,TA,171000
20,RL,8197,Inside,Sawyer,1Fam,1Story,6,5,1977,Gable,Plywood,BrkFace,148,CBlock,0,660,660,Ex,1285,0,1285,0,0,1,3,1,TA,143500
20,RL,7677,Inside,NAmes,1Fam,1Story,5,5,1953,Gable,VinylSd,None,0,CBlock,570,203,773,Gd,773,0,773,0,0,1,2,1,TA,110000
60,RL,13518,Inside,NridgHt,1Fam,2Story,9,5,2008,Hip,VinylSd,Stone,860,PConc,0,1926,1926,Ex,1966,1174,3140,0,0,3,4,1,Ex,485000
50,RL,7200,Corner,SWISU,1Fam,1.5Fin,5,7,1937,Gable,Wd Sdng,BrkFace,252,BrkTil,569,162,731,Ex,981,787,1768,1,0,1,3,1,Gd,175000
60,RL,12798,Inside,ClearCr,1Fam,2Story,6,5,1997,Gable,VinylSd,None,0,PConc,462,154,616,Gd,616,1072,1688,1,0,2,4,1,Gd,200000
30,RM,4800,Inside,IDOTRR,1Fam,1Story,4,7,1916,Gable,MetalSd,None,0,CBlock,197,999,1196,Ex,1196,0,1196,1,0,1,2,1,TA,109900
60,RL,8199,Inside,CollgCr,1Fam,2Story,7,5,2005,Gable,WdShing,None,0,PConc,648,80,728,Ex,728,728,1456,1,0,2,3,1,Gd,189000
60,RL,13891,Inside,NridgHt,1Fam,2Story,9,5,2008,Hip,VinylSd,Stone,424,PConc,0,1734,1734,Ex,1734,1088,2822,0,0,3,4,1,Ex,582933
20,RL,9000,Inside,NAmes,1Fam,1Story,5,5,1954,Gable,Wd Sdng,None,0,CBlock,812,124,936,TA,1128,0,1128,0,0,1,2,1,TA,118000
20,RL,12274,FR2,Somerst,1Fam,1Story,7,5,2008,Gable,VinylSd,Stone,256,PConc,0,1417,1417,Ex,1428,0,1428,0,0,2,3,1,Ex,227680
80,RL,9750,Inside,NAmes,1Fam,SLvl,5,5,1967,Gable,VinylSd,None,0,PConc,400,100,980,Gd,980,0,980,0,0,2,3,1,TA,135500
70,RL,21384,Inside,BrkSide,1Fam,2Story,5,6,1923,Gable,Wd Sdng,None,0,CBlock,1309,15,1324,Ex,1072,504,1576,2,0,1,3,1,Gd,223500
80,RL,13400,Inside,NAmes,1Fam,SLvl,5,5,1966,Gable,VinylSd,BrkFace,1047,CBlock,516,380,1024,TA,1086,0,1086,1,0,1,3,1,TA,159950
75,RM,8100,Corner,OldTown,1Fam,2.5Unf,5,5,1898,Hip,AsbShng,None,0,PConc,0,849,849,TA,1075,1063,2138,0,0,2,2,3,TA,106000
20,RL,10140,Inside,NWAmes,1Fam,1Story,6,6,1974,Hip,HdBoard,BrkFace,99,CBlock,663,0,1040,Fa,1309,0,1309,1,0,1,3,1,Gd,181000
120,RM,4438,Inside,CollgCr,TwnhsE,1Story,6,5,2004,Gable,VinylSd,BrkFace,169,PConc,662,186,848,Ex,848,0,848,1,0,1,1,1,Gd,144500
20,C (all),8712,Inside,IDOTRR,1Fam,1Story,5,5,1952,Hip,Wd Sdng,None,0,CBlock,0,540,540,TA,1044,0,1044,0,0,1,2,1,Fa,55993
20,RL,9750,Inside,NAmes,1Fam,1Story,6,6,1958,Gable,MetalSd,BrkFace,243,CBlock,608,834,1442,Gd,1442,0,1442,0,0,1,4,1,TA,157900
50,RL,8248,Inside,Edwards,1Fam,1.5Fin,5,7,1918,Gable,Stucco,None,0,BrkTil,0,686,686,Gd,686,564,1250,0,1,1,3,1,Fa,116000
20,RL,12137,CulDSac,CollgCr,1Fam,1Story,7,5,1998,Gable,VinylSd,BrkFace,442,PConc,0,1649,1649,Ex,1661,0,1661,0,0,2,3,1,Gd,224900
20,RL,11425,Corner,NAmes,1Fam,1Story,5,6,1954,Gable,BrkFace,None,0,CBlock,486,522,1008,Gd,1008,0,1008,0,0,1,2,1,TA,137000
20,RL,13265,CulDSac,Mitchel,1Fam,1Story,8,5,2002,Hip,CemntBd,BrkFace,148,PConc,1218,350,1568,Ex,1689,0,1689,1,0,2,3,1,Gd,271000
80,RL,8816,Inside,ClearCr,1Fam,SLvl,6,7,1971,Gable,HdBoard,BrkFace,80,CBlock,504,506,1010,Gd,1052,0,1052,1,0,1,3,1,TA,155000
120,RL,6371,Inside,NridgHt,TwnhsE,1Story,7,5,2009,Gable,VinylSd,Stone,128,PConc,733,625,1358,Ex,1358,0,1358,1,0,2,2,1,Gd,224000
60,RL,7226,CulDSac,CollgCr,1Fam,2Story,7,5,2003,Gable,VinylSd,None,0,PConc,0,798,798,Ex,798,842,1640,0,0,2,3,1,Gd,183000
20,RM,6000,Inside,OldTown,2fmCon,1Story,4,4,1953,Gable,MetalSd,None,0,CBlock,0,936,936,TA,936,0,936,0,0,1,2,1,TA,93000
60,RL,12394,Corner,Gilbert,1Fam,2Story,7,5,2003,Gable,VinylSd,None,0,PConc,0,847,847,Ex,847,886,1733,0,0,2,3,1,Gd,225000
50,RL,9900,Inside,SWISU,1Fam,1.5Fin,6,7,1940,Gable,VinylSd,None,0,BrkTil,0,778,778,TA,944,545,1489,0,0,2,3,1,TA,139500
20,FV,11216,Inside,Somerst,1Fam,1Story,8,5,2006,Gable,VinylSd,None,0,PConc,0,1489,1489,Ex,1489,0,1489,0,0,2,3,1,Gd,232600
20,RL,14803,Inside,NridgHt,1Fam,1Story,10,5,2007,Hip,CemntBd,BrkFace,816,PConc,1636,442,2078,Ex,2084,0,2084,1,0,2,2,1,Ex,385000
45,RM,6130,Inside,BrkSide,1Fam,1.5Unf,5,6,1924,Gable,MetalSd,None,0,BrkTil,784,0,784,Gd,784,0,784,1,0,1,2,1,Gd,109500
20,RL,8529,Inside,SawyerW,1Fam,1Story,7,5,2001,Gable,VinylSd,None,0,PConc,20,1434,1454,Ex,1434,0,1434,0,0,2,3,1,Gd,189000
60,RL,28698,CulDSac,ClearCr,1Fam,2Story,5,5,1967,Flat,Plywood,None,0,PConc,249,0,1013,TA,1160,966,2126,0,1,2,3,1,TA,185000
160,FV,2544,Inside,Somerst,Twnhs,2Story,7,5,2005,Gable,MetalSd,None,0,PConc,0,600,600,Ex,520,623,1223,0,0,2,2,1,Gd,147400
20,RL,11900,Corner,NAmes,1Fam,1Story,6,5,1957,Gable,HdBoard,BrkFace,387,CBlock,1040,352,1392,TA,1392,0,1392,1,0,1,3,1,TA,166000
160,FV,3180,Inside,Somerst,TwnhsE,2Story,7,5,2005,Gable,MetalSd,None,0,PConc,0,600,600,Ex,520,600,1200,0,0,2,2,1,Gd,151000
60,RL,9548,CulDSac,CollgCr,1Fam,2Story,7,6,2003,Gable,VinylSd,BrkFace,223,PConc,483,458,941,Ex,941,888,1829,1,0,2,3,1,Gd,237000
20,RL,10004,Inside,NAmes,1Fam,1Story,6,6,1964,Gable,HdBoard,BrkFace,180,CBlock,196,975,1516,TA,1516,0,1516,0,0,1,3,1,TA,167000
20,RL,7875,Inside,NAmes,1Fam,1Story,5,6,1961,Gable,VinylSd,BrkFace,136,CBlock,572,572,1144,Gd,1144,0,1144,1,0,1,3,1,TA,139950
20,RL,9600,Inside,Sawyer,1Fam,1Story,4,7,1950,Gable,VinylSd,None,0,CBlock,442,625,1067,TA,1067,0,1067,0,0,2,2,1,Gd,128000
30,RM,8100,Inside,OldTown,1Fam,1Story,5,6,1948,Gable,VinylSd,None,0,BrkTil,338,1221,1559,Gd,1559,0,1559,1,0,1,2,1,TA,153500
160,RM,1680,Inside,BrDale,Twnhs,2Story,6,5,1973,Gable,HdBoard,BrkFace,158,CBlock,330,153,483,TA,483,504,987,1,0,1,2,1,TA,100000
20,RL,9525,Inside,CollgCr,1Fam,1Story,5,6,1995,Gable,VinylSd,None,0,PConc,0,1099,1099,Ex,1099,0,1099,0,0,1,3,1,Gd,144000
50,RL,11767,Inside,Edwards,1Fam,1.5Fin,5,6,1946,Gable,MetalSd,None,0,CBlock,352,416,768,Ex,768,432,1200,0,0,1,3,1,TA,130500
70,RH,12155,Inside,SWISU,1Fam,2Story,6,8,1925,Gable,Wd Sdng,None,0,BrkTil,156,516,672,TA,810,672,1482,0,0,2,4,1,Fa,140000
70,RM,10440,Inside,OldTown,1Fam,2Story,5,8,1904,Gable,MetalSd,None,0,PConc,0,650,650,Gd,958,581,1539,0,0,2,3,1,Gd,157500
80,RL,9020,Inside,NAmes,1Fam,SLvl,6,7,1966,Gable,HdBoard,BrkFace,183,CBlock,312,276,1127,TA,1165,0,1165,1,0,1,3,1,TA,174900
90,RL,8000,Corner,NAmes,Duplex,1Story,5,4,1961,Gable,BrkFace,None,0,CBlock,0,1800,1800,Ex,1800,0,1800,0,0,2,6,2,TA,141000
50,RM,12665,Inside,OldTown,1Fam,1.5Fin,5,8,1915,Gable,Wd Sdng,None,0,BrkTil,0,876,876,Gd,876,540,1416,0,0,1,4,1,TA,153900
85,RL,16647,CulDSac,Sawyer,1Fam,SFoyer,5,5,1975,Gable,HdBoard,None,0,CBlock,1390,0,1390,TA,1701,0,1701,1,0,2,3,1,TA,171000
60,RL,9317,Inside,SawyerW,1Fam,2Story,7,5,1993,Gable,HdBoard,BrkFace,137,PConc,513,227,740,Ex,1006,769,1775,1,0,2,3,1,Gd,213000
20,RL,15523,CulDSac,CollgCr,1Fam,1Story,5,6,1972,Gable,HdBoard,None,0,CBlock,460,404,864,Ex,864,0,864,1,0,1,3,1,TA,133500
50,RL,45600,Inside,ClearCr,1Fam,1.5Fin,6,8,1908,Gable,Wd Sdng,None,0,BrkTil,0,907,907,TA,1307,1051,2358,0,0,3,5,1,TA,240000
80,RL,9600,FR2,Veenker,1Fam,SLvl,6,7,1976,Hip,Plywood,BrkFace,360,CBlock,0,528,528,Ex,1094,761,1855,0,0,2,3,1,TA,187000
120,RM,4435,Inside,CollgCr,TwnhsE,1Story,6,5,2003,Gable,VinylSd,BrkFace,170,PConc,659,189,848,Ex,848,0,848,1,0,1,1,1,Gd,131500
120,RL,3196,Inside,Blmngtn,TwnhsE,1Story,8,5,2003,Gable,VinylSd,BrkFace,40,PConc,0,1273,1273,Ex,1456,0,1456,0,0,2,2,1,Gd,215000
75,RL,7128,Inside,Crawfor,1Fam,2.5Unf,7,5,1941,Gable,MetalSd,None,0,CBlock,364,554,918,Gd,918,728,1646,0,0,2,4,1,TA,164000
80,RL,12095,Corner,NAmes,1Fam,SLvl,6,6,1964,Gable,MetalSd,BrkFace,115,CBlock,564,563,1127,TA,1445,0,1445,0,0,1,3,1,TA,158000
20,RL,17920,Inside,Sawyer,1Fam,1Story,5,4,1955,Hip,Wd Sdng,None,0,CBlock,306,372,1763,TA,1779,0,1779,1,0,1,3,1,TA,170000
20,RL,6897,Corner,Sawyer,1Fam,1Story,5,8,1962,Gable,HdBoard,None,0,CBlock,659,381,1040,Ex,1040,0,1040,1,0,1,3,1,TA,127000
80,RL,10970,Inside,CollgCr,1Fam,SLvl,6,6,1978,Gable,Plywood,None,0,CBlock,505,0,940,TA,1026,0,1026,1,0,1,3,1,TA,147000
60,RL,8125,Inside,Gilbert,1Fam,2Story,6,5,1994,Gable,HdBoard,None,0,PConc,0,702,702,Gd,702,779,1481,0,0,2,3,1,TA,174000
20,RL,10400,Inside,NWAmes,1Fam,1Story,7,5,1976,Gable,HdBoard,BrkFace,189,CBlock,0,1090,1090,TA,1370,0,1370,0,0,2,3,1,TA,152000
60,RL,11029,Corner,NWAmes,1Fam,2Story,6,7,1968,Gable,HdBoard,BrkFace,220,CBlock,619,435,1054,TA,1512,1142,2654,1,0,2,4,1,Gd,250000
50,RL,7642,Corner,Crawfor,1Fam,1.5Fin,7,8,1918,Gable,Wd Sdng,None,0,BrkTil,0,912,912,Gd,912,514,1426,0,0,1,3,1,Gd,189950
190,RL,11625,Inside,Sawyer,2fmCon,1Story,5,4,1965,Hip,Plywood,None,0,PConc,841,198,1039,Ex,1039,0,1039,1,0,1,3,1,TA,131500
20,RL,9672,Corner,SawyerW,1Fam,1Story,6,5,1984,Hip,HdBoard,None,0,PConc,338,702,1040,TA,1097,0,1097,0,0,2,3,1,TA,152000
20,RL,7931,Inside,NAmes,1Fam,1Story,5,5,1959,Hip,BrkFace,None,0,CBlock,1148,0,1148,TA,1148,0,1148,1,0,1,3,1,TA,132500
20,FV,8640,Inside,Somerst,1Fam,1Story,7,5,2007,Gable,VinylSd,None,0,PConc,0,1372,1372,Ex,1372,0,1372,0,0,2,3,1,Gd,250580
20,RL,8750,Inside,NAmes,1Fam,1Story,5,6,1970,Gable,MetalSd,BrkFace,76,CBlock,828,174,1002,TA,1002,0,1002,1,0,1,3,1,TA,148500
20,RL,10656,Inside,Timber,1Fam,1Story,8,5,2006,Gable,VinylSd,Stone,274,PConc,0,1638,1638,Ex,1646,0,1646,0,0,2,3,1,Gd,248900
20,RL,6970,Corner,Sawyer,1Fam,1Story,4,5,1961,Gable,VinylSd,None,0,CBlock,932,108,1040,TA,1120,0,1120,1,0,1,3,1,Fa,129000
60,RL,14762,Corner,Gilbert,1Fam,2Story,5,6,1948,Gable,Plywood,None,0,Slab,0,0,0,Gd,1547,720,2320,0,0,2,2,1,TA,169000
60,RL,9938,Inside,SawyerW,1Fam,2Story,7,5,1993,Gable,MetalSd,BrkFace,246,PConc,750,300,1050,Ex,1062,887,1949,1,0,2,3,1,Gd,236000
20,RL,6600,Inside,NAmes,1Fam,1Story,5,5,1962,Hip,MetalSd,None,0,CBlock,0,894,894,Gd,894,0,894,0,0,1,2,1,TA,109500
60,RL,8750,Inside,CollgCr,1Fam,2Story,6,5,1998,Gable,VinylSd,BrkFace,116,PConc,505,299,804,Ex,804,878,1682,0,0,2,3,1,Gd,200500
20,RL,8892,Corner,NAmes,1Fam,1Story,5,7,1953,Gable,WdShing,None,0,Stone,0,105,105,Gd,910,0,910,0,0,1,3,1,Gd,116000
40,RL,12144,Inside,NAmes,1Fam,1Story,5,7,1949,Gable,HdBoard,None,0,CBlock,375,457,832,Gd,1036,0,1268,0,0,1,3,1,TA,133000
50,RM,5720,Inside,OldTown,1Fam,1.5Fin,5,6,1941,Gable,Wd Sdng,None,0,CBlock,0,676,676,Ex,676,455,1131,0,0,1,3,1,TA,66500
60,FV,9000,Inside,Somerst,1Fam,2Story,8,5,2007,Gable,CemntBd,None,0,PConc,64,1120,1184,Ex,1184,1426,2610,0,0,2,4,1,Ex,303477
20,RL,25286,Inside,Mitchel,1Fam,1Story,4,5,1963,Gable,HdBoard,None,0,PConc,633,431,1064,Gd,1040,0,1040,1,0,1,3,1,TA,132250
60,RL,8834,Inside,NridgHt,1Fam,2Story,9,5,2004,Hip,VinylSd,Stone,216,PConc,1170,292,1462,Ex,1462,762,2224,1,0,2,4,1,Ex,350000
85,RL,11782,Inside,Sawyer,1Fam,SFoyer,5,7,1961,Gable,HdBoard,None,0,CBlock,899,210,1109,TA,1155,0,1155,1,0,1,3,1,Gd,148000
20,RL,7000,CulDSac,CollgCr,1Fam,1Story,5,8,1978,Gable,VinylSd,BrkFace,90,CBlock,646,218,864,Ex,864,0,864,1,0,1,3,1,TA,136500
20,RL,7024,Inside,Edwards,1Fam,1Story,5,5,2005,Gable,VinylSd,None,0,PConc,980,110,1090,Gd,1090,0,1090,1,0,1,2,1,TA,157000
50,RL,13758,CulDSac,Timber,1Fam,1.5Fin,7,5,1990,Gable,HdBoard,BrkFace,117,CBlock,902,254,1156,Ex,1187,530,1717,0,0,2,3,1,Gd,187500
60,RL,9636,Corner,Gilbert,1Fam,2Story,6,5,1992,Gable,VinylSd,None,0,PConc,0,808,808,Gd,808,785,1593,0,0,2,3,1,TA,178000
75,RL,6204,Inside,SWISU,1Fam,2.5Fin,4,5,1912,Gable,Wd Sdng,None,0,PConc,0,795,795,TA,954,795,2230,1,0,1,5,1,TA,118500
